image-1,image-2,t-im1,t-im2,t-diffcoord-1,coord-2,dist,vel
img\photo_00154.jpg,img\photo_00155.jpg,2022-01-14 15:25:07,2022-01-14 15:25:16,9,"(644.4750366210938, 659.4049682617188)","(1104.8143310546875, 676.8231811523438)",41.87897361335933,0.5885391758464097
img\photo_00154.jpg,img\photo_01929.jpg,2022-01-14 15:25:07,2022-01-14 21:12:25,20838,"(1256.601806640625, 346.291259765625)","(833.760009765625, 211.6800079345703)",13.447014487471366,8.161908016006231e-05
img\photo_00154.jpg,img\photo_01930.jpg,2022-01-14 15:25:07,2022-01-14 21:12:34,20847,"(1256.6019287109375, 345.8765563964844)","(166.0, 356.0)",30.295803133671924,0.00018380645562175973
img\photo_00154.jpg,img\photo_01931.jpg,2022-01-14 15:25:07,2022-01-14 21:12:43,20856,"(1254.1136474609375, 370.2621154785156)","(350.85321044921875, 614.6151733398438)",25.289959578524556,0.00015336949019427435
img\photo_00154.jpg,img\photo_01932.jpg,2022-01-14 15:25:07,2022-01-14 21:12:50,20863,"(1254.1136474609375, 370.2621154785156)","(793.7742919921875, 664.381591796875)",13.323829889217944,8.077448134919646e-05
img\photo_00154.jpg,img\photo_01933.jpg,2022-01-14 15:25:07,2022-01-14 21:12:59,20872,"(644.9727172851562, 659.9026489257812)","(231.8400115966797, 897.1200561523438)",14.88729569289302,9.021393058820952e-05
img\photo_00154.jpg,img\photo_01934.jpg,2022-01-14 15:25:07,2022-01-14 21:13:08,20881,"(1257.984130859375, 345.60003662109375)","(950.4000854492188, 304.1280212402344)",9.698978736238328,5.874847136437066e-05
img\photo_00154.jpg,img\photo_01935.jpg,2022-01-14 15:25:07,2022-01-14 21:13:17,20890,"(1256.601806640625, 346.291259765625)","(1206.83544921875, 549.9188232421875)",6.352145103681242,3.845951712367657e-05
img\photo_00154.jpg,img\photo_05515.jpg,2022-01-14 15:25:07,2022-01-15 08:26:06,61259,"(1254.113525390625, 350.85321044921875)","(1041.60009765625, 588.0)",10.272081960639412,2.120852325995646e-05
img\photo_00154.jpg,img\photo_05516.jpg,2022-01-14 15:25:07,2022-01-15 08:26:15,61268,"(1256.6019287109375, 345.8765563964844)","(1226.880126953125, 879.5520629882812)",18.431120990595403,3.804870703940893e-05
img\photo_00154.jpg,img\photo_05517.jpg,2022-01-14 15:25:07,2022-01-15 08:26:24,61277,"(1085.760009765625, 64.80000305175781)","(200.16000366210938, 87.84000396728516)",221.4749156863953,0.00045713966636772816
img\photo_00154.jpg,img\photo_06312.jpg,2022-01-14 15:25:07,2022-01-15 11:05:09,70802,"(1220.4000244140625, 410.4000244140625)","(1308.0, 198.00001525878906)",13.515020429267553,2.4143100249904805e-05
img\photo_00154.jpg,img\photo_06313.jpg,2022-01-14 15:25:07,2022-01-15 11:05:18,70811,"(1200.365966796875, 444.3145446777344)","(973.4310302734375, 549.4212036132812)",62.52343319082953,0.0001116770534235658
img\photo_00154.jpg,img\photo_06314.jpg,2022-01-14 15:25:07,2022-01-15 11:05:27,70820,"(1244.16015625, 391.91046142578125)","(1110.786376953125, 304.5704345703125)",53.14220471218451,9.4908585879654e-05
img\photo_00154.jpg,img\photo_0673.jpg,2022-01-14 15:25:07,2023-05-08 15:30:30,323,"(1198.541015625, 445.8240661621094)","(857.0880737304688, 775.8720703125)",13.568324353918275,0.00531307016806063
img\photo_00154.jpg,img\photo_0674.jpg,2022-01-14 15:25:07,2023-05-08 15:30:39,332,"(1085.760009765625, 64.80000305175781)","(528.4800415039062, 708.4800415039062)",23.650048856204947,0.009009813793171092
img\photo_00154.jpg,img\photo_0675.jpg,2022-01-14 15:25:07,2023-05-08 15:30:48,341,"(1273.1905517578125, 304.8192443847656)","(1179.60009765625, 840.0000610351562)",13.9308350583784,0.005167073367107625
img\photo_00154.jpg,img\photo_0676.jpg,2022-01-14 15:25:07,2023-05-08 15:30:56,349,"(1256.6019287109375, 345.8765563964844)","(1053.0, 955.0)",26.760418367140826,0.009698159642051495
img\photo_00154.jpg,img\photo_0677.jpg,2022-01-14 15:25:07,2023-05-08 15:31:05,358,"(1253.0, 355.0)","(656.4000244140625, 163.20001220703125)",34.81515413387991,0.012300057806852322
img\photo_00154.jpg,img\photo_0678.jpg,2022-01-14 15:25:07,2023-05-08 15:31:14,367,"(1200.365966796875, 444.3145446777344)","(718.8480834960938, 616.8960571289062)",23.250515429210694,0.008012875181162313
img\photo_00154.jpg,img\photo_0679.jpg,2022-01-14 15:25:07,2023-05-08 15:31:23,376,"(1198.541015625, 445.8240661621094)","(1226.880126953125, 442.3680419921875)",1.2976849491036164,0.00043651912862400377
img\photo_00154.jpg,img\photo_0680.jpg,2022-01-14 15:25:07,2023-05-08 15:31:31,384,"(1256.601806640625, 346.291259765625)","(1206.83544921875, 756.449462890625)",18.780289139652442,0.006185757735373023
img\photo_00154.jpg,img\photo_0681.jpg,2022-01-14 15:25:07,2023-05-08 15:31:40,393,"(1258.800048828125, 343.20001220703125)","(271.6416320800781, 161.74082946777344)",55.76098614990786,0.01794567309984821
img\photo_00154.jpg,img\photo_0682.jpg,2022-01-14 15:25:07,2023-05-08 15:31:49,402,"(1273.1905517578125, 304.8192443847656)","(142.5600128173828, 374.4000244140625)",113.27695708016753,0.035639973958954206
img\photo_00154.jpg,img\photo_0683.jpg,2022-01-14 15:25:07,2023-05-08 15:31:57,410,"(1258.800048828125, 343.20001220703125)","(129.60000610351562, 805.2000122070312)",71.76800225045741,0.022139553474726473
img\photo_00154.jpg,img\photo_0684.jpg,2022-01-14 15:25:07,2023-05-08 15:32:06,419,"(644.8897094726562, 661.478515625)","(168.48001098632812, 637.9200439453125)",39.74931886206395,0.011998792003994865
img\photo_00154.jpg,img\photo_0685.jpg,2022-01-14 15:25:07,2023-05-08 15:32:15,428,"(1085.760009765625, 64.80000305175781)","(935.1937255859375, 269.5680236816406)",25.41655920937343,0.007510949553274654
img\photo_00154.jpg,img\photo_0686.jpg,2022-01-14 15:25:07,2023-05-08 15:32:23,436,"(1085.760009765625, 64.80000305175781)","(910.310546875, 715.39208984375)",84.22927948323625,0.02443421850697184
img\photo_00154.jpg,img\photo_0687.jpg,2022-01-14 15:25:07,2023-05-08 15:32:32,445,img\photo_00154.jpg,img\photo_07003.jpg,2022-01-14 15:25:07,2022-01-15 13:07:54,78167,"(1258.800048828125, 343.20001220703125)","(1121.4720458984375, 93.31201171875)",9.504559910127789,1.5379082444419804e-05
img\photo_00154.jpg,img\photo_07004.jpg,2022-01-14 15:25:07,2022-01-15 13:08:03,78176,"(1220.4000244140625, 410.4000244140625)","(567.3370971679688, 794.27197265625)",21.04244790611469,3.404432065039636e-05
img\photo_00154.jpg,img\photo_07005.jpg,2022-01-14 15:25:07,2022-01-15 13:08:11,78184,"(1085.760009765625, 64.80000305175781)","(1062.0, 835.2000122070312)",20.831522024078556,3.369961764050772e-05
img\photo_00154.jpg,img\photo_07464.jpg,2022-01-14 15:25:07,2022-01-15 14:36:23,83476,"(1084.492919921875, 64.28160858154297)","(635.904052734375, 632.4480590820312)",55.68535269145846,8.437255508667961e-05
img\photo_00154.jpg,img\photo_07465.jpg,2022-01-14 15:25:07,2022-01-15 14:36:32,83485,"(1084.492919921875, 64.28160858154297)","(1095.5521240234375, 653.18408203125)",58.90063066135565,8.923461419474471e-05
img\photo_00154.jpg,img\photo_1742.jpg,2022-01-14 15:25:07,2023-05-05 03:28:50,43423,"(1258.800048828125, 343.20001220703125)","(376.0, 129.0)",24.551753174863297,7.15129249834583e-05
img\photo_00154.jpg,img\photo_1743.jpg,2022-01-14 15:25:07,2023-05-05 03:28:56,43429,"(1254.113525390625, 350.85321044921875)","(300.0, 274.0)",33.0070261552292,9.612767201900548e-05
img\photo_00154.jpg,img\photo_1744.jpg,2022-01-14 15:25:07,2023-05-05 03:29:02,43435,"(644.8897094726562, 661.478515625)","(220.0, 287.0)",24.624415929874377,7.170475715000601e-05
img\photo_00154.jpg,img\photo_1745.jpg,2022-01-14 15:25:07,2023-05-05 03:29:08,43441,"(594.2109985351562, 677.8185424804688)","(331.20001220703125, 175.20001220703125)",81.03919005371232,0.00023594845325829365
img\photo_00154.jpg,img\photo_1746.jpg,2022-01-14 15:25:07,2023-05-05 03:29:14,43447,"(1085.760009765625, 64.80000305175781)","(357.6000061035156, 78.0)",33.1036199005785,9.63690437780553e-05
img\photo_00154.jpg,img\photo_1747.jpg,2022-01-14 15:25:07,2023-05-05 03:29:20,43453,"(1256.6019287109375, 345.8765563964844)","(74.8800048828125, 59.040000915527344)",55.27433301376117,0.00016088872205786744
img\photo_00154.jpg,img\photo_1748.jpg,2022-01-14 15:25:07,2023-05-05 03:29:26,43459,"(1258.800048828125, 343.20001220703125)","(381.6000061035156, 61.92000198364258)",34.118295762997406,9.929547500181577e-05
img\photo_00154.jpg,img\photo_1749.jpg,2022-01-14 15:25:07,2023-05-05 03:29:32,43465,"(1258.800048828125, 343.20001220703125)","(374.4000244140625, 164.16000366210938)",28.198146683949485,8.205456327127416e-05
img\photo_00154.jpg,img\photo_1750.jpg,2022-01-14 15:25:07,2023-05-05 03:29:39,43472,"(1258.800048828125, 343.20001220703125)","(365.760009765625, 264.96002197265625)",35.85843292595206,0.00010432863904293376
img\photo_00154.jpg,img\photo_1751.jpg,2022-01-14 15:25:07,2023-05-05 03:29:45,43478,"(1258.800048828125, 343.20001220703125)","(141.0, 289.0)",186.51888424525404,0.0005425941505897173
img\photo_00154.jpg,img\photo_1752.jpg,2022-01-14 15:25:07,2023-05-05 03:29:51,43484,"(1085.760009765625, 64.80000305175781)","(385.0, 33.0)",63.771015429678705,0.0001854879503161108
img\photo_00154.jpg,img\photo_1753.jpg,2022-01-14 15:25:07,2023-05-05 03:29:57,43490,"(1254.1136474609375, 370.2621154785156)","(363.0, 80.0)",34.71094885383582,0.00010094828261745584
img\photo_00154.jpg,img\photo_1754.jpg,2022-01-14 15:25:07,2023-05-05 03:30:03,43496,"(1085.760009765625, 64.80000305175781)","(370.0, 238.0)",23.01304467296073,6.691856470103166e-05
img\photo_00154.jpg,img\photo_1755.jpg,2022-01-14 15:25:07,2023-05-05 03:30:09,43502,"(1209.3238525390625, 441.9257507324219)","(294.0, 195.60000610351562)",29.621540665211818,8.612322337676408e-05
img\photo_00154.jpg,img\photo_1756.jpg,2022-01-14 15:25:07,2023-05-05 03:30:15,43508,"(1258.800048828125, 343.20001220703125)","(210.0, 138.0)",34.47372413906392,0.00010021689411392858
img\photo_00154.jpg,img\photo_1757.jpg,2022-01-14 15:25:07,2023-05-05 03:30:21,43514,"(1254.113525390625, 350.85321044921875)","(270.0, 48.0)",44.767821491436855,0.0001301244211572582
img\photo_00154.jpg,img\photo_1758.jpg,2022-01-14 15:25:07,2023-05-05 03:30:27,43520,"(1254.113525390625, 350.85321044921875)","(264.0, 150.0)",33.67601859070256,9.78709290292293e-05
img\photo_00154.jpg,img\photo_1759.jpg,2022-01-14 15:25:07,2023-05-05 03:30:33,43526,"(1254.113525390625, 350.85321044921875)","(258.0, 250.0)",27.059622581113832,7.863118742956572e-05
img\photo_00154.jpg,img\photo_1760.jpg,2022-01-14 15:25:07,2023-05-05 03:30:39,43532,"(720.2195434570312, 634.2232055664062)","(104.0, 292.0)",25.173967364431917,7.314167491163623e-05
img\photo_00154.jpg,img\photo_1761.jpg,2022-01-14 15:25:07,2023-05-05 03:30:45,43538,"(1254.113525390625, 350.85321044921875)","(41.0, 290.0)",55.21085687016743,0.00016039021491429963
img\photo_00155.jpg,img\photo_01929.jpg,2022-01-14 15:25:16,2022-01-14 21:12:25,20829,"(1104.8143310546875, 676.8231811523438)","(883.3536987304688, 549.5040893554688)",15.026500559009394,9.124546501049057e-05
img\photo_00155.jpg,img\photo_01930.jpg,2022-01-14 15:25:16,2022-01-14 21:12:34,20838,"(1104.8143310546875, 676.8231811523438)","(97.0, 478.0)",46.692691113214934,0.00028340971168055594
img\photo_00155.jpg,img\photo_01931.jpg,2022-01-14 15:25:16,2022-01-14 21:12:43,20847,"(1104.8143310546875, 676.8231811523438)","(507.6000061035156, 522.0)",34.27535410794987,0.0002079506301901233
img\photo_00155.jpg,img\photo_01932.jpg,2022-01-14 15:25:16,2022-01-14 21:12:50,20854,"(1104.8143310546875, 676.8231811523438)","(947.0, 573.0)",9.445186079536878,5.728527550301258e-05
img\photo_00155.jpg,img\photo_01933.jpg,2022-01-14 15:25:16,2022-01-14 21:12:59,20863,"(1057.03857421875, 695.7344360351562)","(111.60000610351562, 720.0)",52.54166200177136,0.00031852894645947573
img\photo_00155.jpg,img\photo_01934.jpg,2022-01-14 15:25:16,2022-01-14 21:13:08,20872,"(1104.8143310546875, 676.8231811523438)","(1280.0, 765.0)",9.33930445364098,5.659425197856032e-05
img\photo_00155.jpg,img\photo_01935.jpg,2022-01-14 15:25:16,2022-01-14 21:13:17,20881,"(1178.8668212890625, 652.1390991210938)","(1002.0, 698.0)",9.135794259713006,5.533716095821565e-05
img\photo_00155.jpg,img\photo_05515.jpg,2022-01-14 15:25:16,2022-01-15 08:26:06,61250,"(1104.8143310546875, 676.8231811523438)","(793.7742919921875, 656.9166259765625)",14.841733220426848,3.064787620766674e-05
img\photo_00155.jpg,img\photo_05516.jpg,2022-01-14 15:25:16,2022-01-15 08:26:15,61259,"(1104.8143310546875, 676.8231811523438)","(1314.0, 602.0)",15.868906918404022,3.276415460650257e-05
img\photo_00155.jpg,img\photo_05517.jpg,2022-01-14 15:25:16,2022-01-15 08:26:24,61268,"(1103.6199951171875, 677.2213745117188)","(1323.0, 974.0)",61.509967369591664,0.0001269795108850616
img\photo_00155.jpg,img\photo_06312.jpg,2022-01-14 15:25:16,2022-01-15 11:05:09,70793,"(1132.1859130859375, 654.4283447265625)","(1288.800048828125, 313.9200134277344)",37.47984941247561,6.696214814586068e-05
img\photo_00155.jpg,img\photo_06313.jpg,2022-01-14 15:25:16,2022-01-15 11:05:18,70802,"(1130.112060546875, 312.7680358886719)","(1112.279296875, 303.5751037597656)",4.012567563561374,7.168011432434714e-06
img\photo_00155.jpg,img\photo_06314.jpg,2022-01-14 15:25:16,2022-01-15 11:05:27,70811,"(1130.112060546875, 312.7680358886719)","(1121.8177490234375, 313.1136474609375)",4.150754479811834,7.413924766019415e-06
img\photo_00155.jpg,img\photo_0673.jpg,2022-01-14 15:25:16,2023-05-08 15:30:30,314,"(1181.9522705078125, 649.45166015625)","(976.320068359375, 255.7440185546875)",21.15113038561527,0.008519729207556111
img\photo_00155.jpg,img\photo_0674.jpg,2022-01-14 15:25:16,2023-05-08 15:30:39,323,"(1104.8143310546875, 676.8231811523438)","(1151.0, 343.0)",24.071643946747006,0.009425948998094617
img\photo_00155.jpg,img\photo_0675.jpg,2022-01-14 15:25:16,2023-05-08 15:30:48,332,"(1104.8143310546875, 676.8231811523438)","(1164.0, 834.0)",9.87946312642255,0.0037637183621383255
img\photo_00155.jpg,img\photo_0676.jpg,2022-01-14 15:25:16,2023-05-08 15:30:56,340,"(1104.8143310546875, 676.8231811523438)","(1053.0, 955.0)",16.644779250163282,0.006191857881060741
img\photo_00155.jpg,img\photo_0677.jpg,2022-01-14 15:25:16,2023-05-08 15:31:05,349,"(1104.8143310546875, 676.8231811523438)","(739.5840454101562, 169.34400939941406)",44.6601835699903,0.016185157644505368
img\photo_00155.jpg,img\photo_0678.jpg,2022-01-14 15:25:16,2023-05-08 15:31:14,358,"(1104.8143310546875, 676.8231811523438)","(680.8045654296875, 297.4040832519531)",35.561518725308176,0.012563745498259716
img\photo_00155.jpg,img\photo_0679.jpg,2022-01-14 15:25:16,2023-05-08 15:31:23,367,"(1104.8143310546875, 676.8231811523438)","(378.0, 441.0)",42.45083011138814,0.014629920960458781
img\photo_00155.jpg,img\photo_0680.jpg,2022-01-14 15:25:16,2023-05-08 15:31:31,375,"(1103.6199951171875, 677.2213745117188)","(1303.2000732421875, 188.40000915527344)",32.99967653802887,0.011130130902746378
img\photo_00155.jpg,img\photo_0681.jpg,2022-01-14 15:25:16,2023-05-08 15:31:40,384,"(1104.8143310546875, 676.8231811523438)","(1271.116943359375, 649.036865234375)",15.327994755897766,0.005048658272723826
img\photo_00155.jpg,img\photo_0682.jpg,2022-01-14 15:25:16,2023-05-08 15:31:49,393,"(1104.8143310546875, 676.8231811523438)","(141.69601440429688, 373.248046875)",201.96581433688124,0.06499907429345735
img\photo_00155.jpg,img\photo_0683.jpg,2022-01-14 15:25:16,2023-05-08 15:31:57,401,"(1103.6199951171875, 677.2213745117188)","(97.20000457763672, 140.40000915527344)",126.73771767801385,0.03997453000477604
img\photo_00155.jpg,img\photo_0684.jpg,2022-01-14 15:25:16,2023-05-08 15:32:06,410,"(1104.8143310546875, 676.8231811523438)","(168.48001098632812, 637.9200439453125)",156.1903586637531,0.04818282088729632
img\photo_00155.jpg,img\photo_0685.jpg,2022-01-14 15:25:16,2023-05-08 15:32:15,419,"(1104.8143310546875, 676.8231811523438)","(401.3163757324219, 842.0477294921875)",72.26399688065376,0.021813723927124315
img\photo_00155.jpg,img\photo_0686.jpg,2022-01-14 15:25:16,2023-05-08 15:32:23,427,"(1057.03857421875, 695.7344360351562)","(945.5617065429688, 669.7728881835938)",16.35143006518341,0.004843393149050112
img\photo_00155.jpg,img\photo_0687.jpg,2022-01-14 15:25:16,2023-05-08 15:32:32,436,img\photo_00155.jpg,img\photo_07003.jpg,2022-01-14 15:25:16,2022-01-15 13:07:54,78158,"(1104.8143310546875, 676.8231811523438)","(1203.60009765625, 729.6000366210938)",6.2222282133472415,1.0069185808543708e-05
img\photo_00155.jpg,img\photo_07004.jpg,2022-01-14 15:25:16,2022-01-15 13:08:03,78167,"(1104.8143310546875, 676.8231811523438)","(664.0, 642.0)",26.011038940094572,4.208778903044969e-05
img\photo_00155.jpg,img\photo_07005.jpg,2022-01-14 15:25:16,2022-01-15 13:08:11,78175,"(1104.8143310546875, 676.8231811523438)","(1122.0, 465.6000061035156)",11.153745118995564,1.8045739464669765e-05
img\photo_00155.jpg,img\photo_07464.jpg,2022-01-14 15:25:16,2022-01-15 14:36:23,83467,"(1104.8143310546875, 676.8231811523438)","(635.904052734375, 632.4480590820312)",33.64323631672798,5.098058549294637e-05
img\photo_00155.jpg,img\photo_07465.jpg,2022-01-14 15:25:16,2022-01-15 14:36:32,83476,"(1104.8143310546875, 676.8231811523438)","(1094.8609619140625, 653.18408203125)",2.5649104555645628,3.8862652070032815e-06
img\photo_00155.jpg,img\photo_1742.jpg,2022-01-14 15:25:16,2023-05-05 03:28:50,43414,"(1104.8143310546875, 676.8231811523438)","(306.0, 174.0)",47.19468950534876,0.00013749445636514746
img\photo_00155.jpg,img\photo_1743.jpg,2022-01-14 15:25:16,2023-05-05 03:28:56,43420,"(1181.9522705078125, 649.45166015625)","(122.42537689208984, 104.50946807861328)",74.4657857415006,0.00021691461493747113
img\photo_00155.jpg,img\photo_1744.jpg,2022-01-14 15:25:16,2023-05-05 03:29:02,43426,"(1181.9522705078125, 649.45166015625)","(119.43939208984375, 206.032958984375)",82.23763976828441,0.00023952048721716512
img\photo_00155.jpg,img\photo_1745.jpg,2022-01-14 15:25:16,2023-05-05 03:29:08,43432,"(1130.112060546875, 312.7680358886719)","(72.0, 228.9600067138672)",132.67823615971028,0.00038637740167342415
img\photo_00155.jpg,img\photo_1746.jpg,2022-01-14 15:25:16,2023-05-05 03:29:14,43438,"(1104.8143310546875, 676.8231811523438)","(366.3360290527344, 57.02400588989258)",74.16203354831843,0.00021594028277525012
img\photo_00155.jpg,img\photo_1747.jpg,2022-01-14 15:25:16,2023-05-05 03:29:20,43444,"(1104.8143310546875, 676.8231811523438)","(81.60000610351562, 56.400001525878906)",74.7885685565036,0.00021773451226927946
img\photo_00155.jpg,img\photo_1748.jpg,2022-01-14 15:25:16,2023-05-05 03:29:26,43450,"(1104.8143310546875, 676.8231811523438)","(391.20001220703125, 56.400001525878906)",55.623870242629806,0.0001619173097419521
img\photo_00155.jpg,img\photo_1749.jpg,2022-01-14 15:25:16,2023-05-05 03:29:32,43456,"(1104.8143310546875, 676.8231811523438)","(378.0, 163.20001220703125)",44.499096381384476,0.00012951596351062013
img\photo_00155.jpg,img\photo_1750.jpg,2022-01-14 15:25:16,2023-05-05 03:29:39,43463,"(1178.8668212890625, 652.1390991210938)","(76.0, 275.0)",83.25486826441477,0.0002422767811260884
img\photo_00155.jpg,img\photo_1751.jpg,2022-01-14 15:25:16,2023-05-05 03:29:45,43469,"(1104.8143310546875, 676.8231811523438)","(179.0, 226.0)",257.4361226899983,0.0007490515263252199
img\photo_00155.jpg,img\photo_1752.jpg,2022-01-14 15:25:16,2023-05-05 03:29:51,43475,"(1104.8143310546875, 676.8231811523438)","(395.0, 142.0)",98.74972853024265,0.0002872884569178859
img\photo_00155.jpg,img\photo_1753.jpg,2022-01-14 15:25:16,2023-05-05 03:29:57,43481,"(1103.6199951171875, 677.2213745117188)","(334.8000183105469, 64.80000305175781)",46.80601384306551,0.0001361519889347284
img\photo_00155.jpg,img\photo_1754.jpg,2022-01-14 15:25:16,2023-05-05 03:30:03,43487,"(1103.6199951171875, 677.2213745117188)","(327.6000061035156, 168.0)",42.189885386700695,0.0001227073999979282
img\photo_00155.jpg,img\photo_1755.jpg,2022-01-14 15:25:16,2023-05-05 03:30:09,43493,"(1104.8143310546875, 676.8231811523438)","(316.8000183105469, 271.20001220703125)",38.53402278081928,0.00011205902562062912
img\photo_00155.jpg,img\photo_1756.jpg,2022-01-14 15:25:16,2023-05-05 03:30:15,43499,"(1104.8143310546875, 676.8231811523438)","(229.20001220703125, 128.40000915527344)",51.6591814432433,0.00015020697645788209
img\photo_00155.jpg,img\photo_1757.jpg,2022-01-14 15:25:16,2023-05-05 03:30:21,43505,"(1104.8143310546875, 676.8231811523438)","(267.0, 43.0)",55.29234012176023,0.0001607487686151071
img\photo_00155.jpg,img\photo_1758.jpg,2022-01-14 15:25:16,2023-05-05 03:30:27,43511,"(1178.8668212890625, 652.1390991210938)","(257.0, 135.0)",62.17709065396687,0.00018073954691718715
img\photo_00155.jpg,img\photo_1759.jpg,2022-01-14 15:25:16,2023-05-05 03:30:33,43517,"(1178.8668212890625, 652.1390991210938)","(256.0, 241.0)",63.1441347441474,0.00018352529270031855
img\photo_00155.jpg,img\photo_1760.jpg,2022-01-14 15:25:16,2023-05-05 03:30:39,43523,"(1178.8668212890625, 652.1390991210938)","(104.0, 292.0)",56.67977713046794,0.00016471424790252476
img\photo_00155.jpg,img\photo_1761.jpg,2022-01-14 15:25:16,2023-05-05 03:30:45,43529,"(1104.8143310546875, 676.8231811523438)","(263.0, 34.0)",58.843614939286795,0.00017097889722991554
img\photo_01929.jpg,img\photo_01930.jpg,2022-01-14 21:12:25,2022-01-14 21:12:34,9,"(1092.9600830078125, 708.4800415039062)","(112.32000732421875, 374.4000244140625)",6.952917829361486,0.09771167189529342
img\photo_01929.jpg,img\photo_01931.jpg,2022-01-14 21:12:25,2022-01-14 21:12:43,18,"(748.885009765625, 257.9891052246094)","(636.0, 452.0)",1.42064646172966,0.009982409137753744
img\photo_01929.jpg,img\photo_01932.jpg,2022-01-14 21:12:25,2022-01-14 21:12:50,25,"(1092.9600830078125, 708.4800415039062)","(1107.60009765625, 202.8000030517578)",3.1817101675234247,0.01609690807953451
img\photo_01929.jpg,img\photo_01933.jpg,2022-01-14 21:12:25,2022-01-14 21:12:59,34,"(1093.8240966796875, 706.7520751953125)","(57.0, 657.0)",6.569728409520092,0.024439389683414744
img\photo_01929.jpg,img\photo_01934.jpg,2022-01-14 21:12:25,2022-01-14 21:13:08,43,"(1092.9600830078125, 708.4800415039062)","(725.0, 692.0)",2.4720063671563626,0.007271148030649692
img\photo_01929.jpg,img\photo_01935.jpg,2022-01-14 21:12:25,2022-01-14 21:13:17,52,"(910.725341796875, 528.519287109375)","(1124.6400146484375, 698.4000244140625)",1.7737967394865046,0.004314419454043329
img\photo_01929.jpg,img\photo_05515.jpg,2022-01-14 21:12:25,2022-01-15 08:26:06,40421,"(1273.1905517578125, 242.61123657226562)","(448.8000183105469, 661.2000122070312)",6.420649898256098,2.009064098195075e-05
img\photo_01929.jpg,img\photo_05516.jpg,2022-01-14 21:12:25,2022-01-15 08:26:15,40430,"(1214.6986083984375, 601.9745483398438)","(1175.0400390625, 692.6400146484375)",0.9335823938134532,2.9205911741163874e-06
img\photo_01929.jpg,img\photo_05517.jpg,2022-01-14 21:12:25,2022-01-15 08:26:24,40439,"(1092.9600830078125, 708.4800415039062)","(199.0656280517578, 87.0912094116211)",98.96870601691617,0.00030954182687553
img\photo_01929.jpg,img\photo_06312.jpg,2022-01-14 21:12:25,2022-01-15 11:05:09,49964,"(1092.9600830078125, 708.4800415039062)","(1261.5784912109375, 338.4115905761719)",11.29646870547346,2.8596136455613704e-05
img\photo_01929.jpg,img\photo_06313.jpg,2022-01-14 21:12:25,2022-01-15 11:05:18,49973,"(1036.800048828125, 655.2000122070312)","(971.0422973632812, 551.8099975585938)",30.632475625057918,7.752977642041353e-05
img\photo_01929.jpg,img\photo_06314.jpg,2022-01-14 21:12:25,2022-01-15 11:05:27,49982,"(1248.307373046875, 833.5873413085938)","(1121.8177490234375, 313.1136474609375)",535.6234600659444,0.0013554010489604388
img\photo_01929.jpg,img\photo_0673.jpg,2022-01-14 21:12:25,2023-05-08 15:30:30,65885,"(1093.8240966796875, 706.7520751953125)","(963.3600463867188, 216.00001525878906)",3.502052754582052,6.722920731570735e-06
img\photo_01929.jpg,img\photo_0674.jpg,2022-01-14 21:12:25,2023-05-08 15:30:39,65894,"(1092.9600830078125, 708.4800415039062)","(934.800048828125, 681.6000366210938)",1.206225280134534,2.3152847517439502e-06
img\photo_01929.jpg,img\photo_0675.jpg,2022-01-14 21:12:25,2023-05-08 15:30:48,65903,"(834.6240844726562, 210.81602478027344)","(1164.0, 834.0)",5.299801336946449,1.0171295283932247e-05
img\photo_01929.jpg,img\photo_0676.jpg,2022-01-14 21:12:25,2023-05-08 15:30:56,65911,"(1093.8240966796875, 706.7520751953125)","(1071.0, 765.0)",0.8341340295496084,1.6006625913342912e-06
img\photo_01929.jpg,img\photo_0677.jpg,2022-01-14 21:12:25,2023-05-08 15:31:05,65920,"(984.9600830078125, 739.5840454101562)","(501.64544677734375, 364.2901611328125)",10.198563858191106,1.9567875558009877e-05
img\photo_01929.jpg,img\photo_0678.jpg,2022-01-14 21:12:25,2023-05-08 15:31:14,65929,"(1260.7490234375, 841.8817138671875)","(486.71551513671875, 203.04696655273438)",12.703953528037921,2.4371612525993666e-05
img\photo_01929.jpg,img\photo_0679.jpg,2022-01-14 21:12:25,2023-05-08 15:31:23,65938,"(1036.800048828125, 655.2000122070312)","(1308.9600830078125, 413.280029296875)",4.001514662143116,7.675567570564185e-06
img\photo_01929.jpg,img\photo_0680.jpg,2022-01-14 21:12:25,2023-05-08 15:31:31,65946,"(1093.8240966796875, 706.7520751953125)","(1279.2000732421875, 865.2000122070312)",2.8030427531789064,5.37604778791842e-06
img\photo_01929.jpg,img\photo_0681.jpg,2022-01-14 21:12:25,2023-05-08 15:31:40,65955,"(910.725341796875, 528.519287109375)","(271.6416320800781, 161.74082946777344)",17.972058838064243,3.446449854959238e-05
img\photo_01929.jpg,img\photo_0682.jpg,2022-01-14 21:12:25,2023-05-08 15:31:49,65964,"(1211.8121337890625, 579.7786865234375)","(258.0, 597.6000366210938)",59.62366308388979,0.00011432297778864806
img\photo_01929.jpg,img\photo_0683.jpg,2022-01-14 21:12:25,2023-05-08 15:31:57,65972,"(898.2837524414062, 544.9421997070312)","(94.0, 653.0)",40.57551116884987,7.779043613405887e-05
